worker_id,zone_id,city,tenure_weeks,daily_active_hours,weekly_delivery_days,avg_weekly_earnings,earnings_std_dev,avg_daily_distance_km,avg_deliveries_per_day,vehicle_type,primary_shift,claim_count_90d,zone_disruption_days,zone_aqi_baseline,is_monsoon_season,is_flood_prone_zone,platform,is_part_time,risk_label
w_02962,MUM-07,Mumbai,12,3.2,2,800.0,198.0,26.3,16,Cycle,Midday_Evening,0,23,132,0,1,Amazon,1,0
w_02963,MUM-07,Mumbai,1,9.4,6,4057.0,785.0,70.1,44,EV_Scooter,Midday_Evening,1,28,110,0,1,Amazon,0,1
w_02964,CHN-06,Chennai,40,3.0,2,800.0,183.0,18.2,25,Petrol_Bike,Evening_Late,1,21,87,0,1,Amazon,1,0
w_02965,BLR-03,Bangalore,8,3.3,2,800.0,160.0,28.6,14,Petrol_Bike,Morning_Midday,0,18,77,0,1,Amazon,1,0
w_02966,BLR-03,Bangalore,8,2.6,4,800.0,192.0,27.9,30,Petrol_Bike,Midday_Evening,0,23,55,0,1,Amazon,1,0
w_02967,BLR-03,Bangalore,7,9.9,6,4680.0,1581.0,37.3,50,Petrol_Bike,Midday_Evening,1,18,103,0,1,Amazon,0,0
w_02968,DEL-12,Delhi,19,8.3,6,2849.0,909.0,45.0,57,Petrol_Bike,Midday_Evening,0,32,282,0,0,Amazon,0,1
w_02969,CHN-06,Chennai,3,8.2,6,3004.0,658.0,95.0,42,Petrol_Bike,Midday_Evening,0,20,124,0,1,Flipkart,0,1
w_02970,DEL-12,Delhi,4,10.4,7,5113.0,728.0,50.9,40,Petrol_Bike,Evening_Late,0,37,254,0,0,Flipkart,0,0
w_02971,MUM-07,Mumbai,11,10.1,6,3200.0,655.0,27.5,49,Petrol_Bike,Midday_Evening,1,33,110,1,1,Meesho,0,1
w_02972,MUM-07,Mumbai,6,8.9,6,3078.0,846.0,66.3,59,Petrol_Bike,Evening_Late,0,29,148,0,1,Meesho,0,0
w_02973,BLR-03,Bangalore,17,11.6,6,3888.0,409.0,50.9,73,EV_Scooter,Midday_Evening,0,20,110,1,1,Flipkart,0,0
w_02974,BLR-03,Bangalore,6,8.3,5,3146.0,578.0,39.8,66,Petrol_Bike,Morning_Midday,0,20,100,1,1,Amazon,0,1
w_02975,MUM-07,Mumbai,60,10.2,7,4727.0,1446.0,72.7,60,Petrol_Bike,Morning_Midday,1,33,173,0,1,Flipkart,0,0
w_02976,VAD-04,Vadodara,24,10.2,6,3955.0,850.0,53.2,48,Petrol_Bike,Midday_Evening,1,7,115,1,1,Flipkart,0,1
w_02977,BLR-03,Bangalore,24,9.6,6,3279.0,724.0,63.7,46,Petrol_Bike,Evening_Late,0,20,89,1,1,Meesho,0,0
w_02978,VAD-04,Vadodara,6,11.4,5,5122.0,987.0,61.9,53,Petrol_Bike,Evening_Late,0,17,106,0,1,Meesho,0,1
w_02979,BLR-03,Bangalore,104,11.9,6,4111.0,1096.0,89.6,52,Petrol_Bike,Evening_Late,0,13,56,1,1,Flipkart,0,1
w_02980,CHN-06,Chennai,7,7.8,7,2818.0,484.0,68.8,33,Petrol_Bike,Morning_Midday,0,19,121,0,1,Flipkart,0,0
w_02981,DEL-12,Delhi,5,6.1,6,2184.0,250.0,70.2,44,Petrol_Bike,Morning_Midday,0,32,258,0,0,Amazon,0,0
w_02982,MUM-07,Mumbai,24,8.8,6,3138.0,1026.0,40.4,50,Petrol_Bike,Midday_Evening,0,26,142,0,1,Flipkart,0,0
w_02983,BLR-03,Bangalore,14,8.0,6,3021.0,313.0,27.5,59,EV_Scooter,Evening_Late,0,17,141,0,1,Meesho,0,1
w_02984,BLR-03,Bangalore,5,2.6,4,800.0,223.0,30.2,18,Petrol_Bike,Midday_Evening,0,18,86,1,1,Flipkart,1,0
w_02985,DEL-12,Delhi,104,12.2,6,6061.0,1087.0,74.7,78,EV_Scooter,Morning_Midday,0,38,202,1,0,Flipkart,0,0
w_02986,CHN-06,Chennai,32,4.0,3,958.0,278.0,21.5,16,Petrol_Bike,Evening_Late,1,26,117,1,1,Flipkart,1,0
w_02987,VAD-04,Vadodara,12,3.7,2,800.0,225.0,29.3,18,Petrol_Bike,Morning_Midday,0,11,119,0,1,Amazon,1,1
w_02988,DEL-12,Delhi,104,9.8,6,3857.0,793.0,61.1,48,EV_Scooter,Midday_Evening,1,32,242,1,0,Amazon,0,0
w_02989,BLR-03,Bangalore,27,9.8,6,3958.0,470.0,53.9,56,Petrol_Bike,Evening_Late,0,23,104,0,1,Amazon,0,0
w_02990,BLR-03,Bangalore,12,3.7,2,800.0,109.0,33.9,30,EV_Scooter,Midday_Evening,5,20,114,0,1,Meesho,1,2
w_02991,MUM-07,Mumbai,104,7.4,6,3021.0,625.0,65.3,45,Petrol_Bike,Evening_Late,0,28,107,0,1,Meesho,0,0
w_02992,BLR-03,Bangalore,23,4.7,2,800.0,85.0,19.3,27,Petrol_Bike,Midday_Evening,0,19,88,0,1,Amazon,1,0
w_02993,DEL-12,Delhi,22,10.9,6,4172.0,1426.0,80.9,37,Petrol_Bike,Morning_Midday,0,35,296,0,0,Amazon,0,0
w_02994,MUM-07,Mumbai,8,5.6,2,800.0,98.0,30.9,22,EV_Scooter,Midday_Evening,1,30,112,1,1,Amazon,1,1
w_02995,MUM-07,Mumbai,12,3.0,2,800.0,278.0,23.1,27,Petrol_Bike,Morning_Midday,0,27,131,0,1,Flipkart,1,0
w_02996,BLR-03,Bangalore,8,2.0,3,800.0,98.0,28.8,18,EV_Scooter,Morning_Midday,0,19,50,0,1,Amazon,1,0
w_02997,MUM-07,Mumbai,51,7.0,5,2649.0,583.0,79.1,72,EV_Scooter,Morning_Midday,0,22,93,0,1,Amazon,0,1
w_02998,MUM-07,Mumbai,2,9.9,7,4167.0,933.0,73.5,50,Petrol_Bike,Evening_Late,0,26,133,1,1,Flipkart,0,0
w_02999,MUM-07,Mumbai,47,3.1,3,800.0,138.0,17.2,15,Petrol_Bike,Midday_Evening,0,26,160,0,1,Amazon,1,0
w_03000,BLR-03,Bangalore,5,4.9,3,959.0,216.0,32.9,20,EV_Scooter,Morning_Midday,0,17,61,0,1,Flipkart,1,0
w_03001,DEL-12,Delhi,11,11.2,7,5018.0,1206.0,53.7,23,Petrol_Bike,Midday_Evening,0,32,261,0,0,Amazon,0,0
w_03002,BLR-03,Bangalore,9,8.5,6,3647.0,967.0,19.6,25,Petrol_Bike,Midday_Evening,5,16,86,0,1,Amazon,0,2
w_03003,MUM-07,Mumbai,7,11.3,6,4936.0,1161.0,10.0,50,Petrol_Bike,Evening_Late,2,22,153,1,1,Meesho,0,2
w_03004,DEL-12,Delhi,24,10.7,5,3121.0,300.0,68.9,53,EV_Scooter,Morning_Midday,1,37,230,1,0,Flipkart,0,1
w_03005,DEL-12,Delhi,12,12.3,7,5324.0,1825.0,52.3,52,Petrol_Bike,Evening_Late,2,35,270,1,0,Meesho,0,1
w_03006,BLR-03,Bangalore,6,6.8,6,2662.0,675.0,74.7,38,Petrol_Bike,Evening_Late,0,12,79,1,1,Flipkart,0,1
w_03007,CHN-06,Chennai,14,2.3,2,800.0,234.0,33.3,24,Petrol_Bike,Midday_Evening,4,19,110,1,1,Amazon,1,2
w_03008,VAD-04,Vadodara,6,8.1,6,2943.0,437.0,93.1,90,Petrol_Bike,Evening_Late,1,15,116,0,1,Amazon,0,1
w_03009,DEL-12,Delhi,7,10.7,6,3645.0,918.0,34.6,33,Petrol_Bike,Morning_Midday,1,33,254,1,0,Amazon,0,1
w_03010,VAD-04,Vadodara,2,4.6,3,1221.0,263.0,11.3,21,EV_Scooter,Morning_Midday,0,12,126,0,1,Amazon,1,0
w_03011,DEL-12,Delhi,7,8.9,6,3128.0,528.0,49.7,71,EV_Scooter,Midday_Evening,3,35,261,1,0,Amazon,0,2
w_03012,MUM-07,Mumbai,19,10.4,6,3958.0,725.0,70.7,37,Petrol_Bike,Midday_Evening,0,29,127,0,1,Flipkart,0,0
w_03013,MUM-07,Mumbai,12,2.1,3,800.0,216.0,24.8,10,Petrol_Bike,Morning_Midday,4,23,122,0,1,Amazon,1,2
w_03014,MUM-07,Mumbai,74,10.0,6,3921.0,1336.0,52.0,50,Petrol_Bike,Morning_Midday,0,30,131,1,1,Amazon,0,0
w_03015,DEL-12,Delhi,104,10.6,6,3300.0,843.0,84.3,44,Petrol_Bike,Midday_Evening,0,32,265,0,0,Flipkart,0,0
w_03016,MUM-07,Mumbai,7,4.3,3,1020.0,261.0,22.0,23,Petrol_Bike,Morning_Midday,0,28,106,0,1,Amazon,1,0
w_03017,BLR-03,Bangalore,5,2.6,3,800.0,145.0,31.0,13,Petrol_Bike,Midday_Evening,0,18,87,0,1,Flipkart,1,0
w_03018,DEL-12,Delhi,37,4.7,2,800.0,121.0,20.0,21,Petrol_Bike,Morning_Midday,0,33,234,1,0,Flipkart,1,0
w_03019,VAD-04,Vadodara,17,13.5,7,4875.0,1560.0,68.2,71,Petrol_Bike,Midday_Evening,0,10,115,1,1,Meesho,0,1
w_03020,BLR-03,Bangalore,37,8.2,5,2441.0,278.0,76.5,48,Petrol_Bike,Midday_Evening,0,17,81,1,1,Amazon,0,0
w_03021,MUM-07,Mumbai,18,10.2,5,3935.0,1060.0,57.5,69,Petrol_Bike,Midday_Evening,0,34,149,0,1,Meesho,0,0
w_03022,DEL-12,Delhi,10,10.7,6,3063.0,604.0,44.5,57,EV_Scooter,Midday_Evening,2,30,276,0,0,Meesho,0,1
w_03023,DEL-12,Delhi,10,5.7,7,2205.0,605.0,49.6,36,Petrol_Bike,Midday_Evening,1,41,237,0,0,Amazon,0,1
w_03024,MUM-07,Mumbai,18,12.2,5,5208.0,1634.0,65.4,57,Petrol_Bike,Midday_Evening,0,27,130,0,1,Amazon,0,0
w_03025,VAD-04,Vadodara,9,10.6,6,4233.0,1260.0,87.4,43,Petrol_Bike,Evening_Late,0,14,130,0,1,Amazon,0,0
w_03026,MUM-07,Mumbai,41,7.3,5,2371.0,413.0,42.0,27,EV_Scooter,Midday_Evening,0,24,126,0,1,Amazon,0,0
w_03027,CHN-06,Chennai,3,10.1,6,3462.0,680.0,68.5,27,Petrol_Bike,Evening_Late,1,19,87,0,1,Amazon,0,0
w_03028,DEL-12,Delhi,41,2.0,3,800.0,159.0,26.8,18,Petrol_Bike,Morning_Midday,0,33,233,1,0,Flipkart,1,0
w_03029,DEL-12,Delhi,1,9.3,6,4097.0,727.0,69.1,73,EV_Scooter,Midday_Evening,1,31,281,1,0,Amazon,0,0
w_03030,DEL-12,Delhi,14,8.6,6,3419.0,957.0,79.8,10,Cycle,Morning_Midday,0,35,282,1,0,Amazon,0,1
w_03031,MUM-07,Mumbai,8,9.4,6,4553.0,1344.0,49.2,46,Petrol_Bike,Evening_Late,0,27,125,0,1,Flipkart,0,0
w_03032,DEL-12,Delhi,2,10.8,6,3272.0,645.0,56.3,58,Petrol_Bike,Evening_Late,5,42,279,0,0,Amazon,0,2
w_03033,BLR-03,Bangalore,1,10.7,6,4376.0,878.0,32.5,47,Petrol_Bike,Morning_Midday,1,14,50,1,1,Meesho,0,0
w_03034,MUM-07,Mumbai,4,9.5,6,3305.0,907.0,46.9,44,EV_Scooter,Morning_Midday,1,28,163,0,1,Meesho,0,0
w_03035,MUM-07,Mumbai,12,9.8,6,5183.0,1633.0,43.5,37,Petrol_Bike,Midday_Evening,0,28,127,0,1,Amazon,0,1
w_03036,MUM-07,Mumbai,6,9.3,6,3732.0,588.0,40.2,72,Petrol_Bike,Evening_Late,0,24,133,1,1,Meesho,0,1
w_03037,DEL-12,Delhi,4,5.6,3,832.0,142.0,34.6,29,EV_Scooter,Midday_Evening,0,37,252,0,0,Flipkart,1,0
w_03038,CHN-06,Chennai,47,9.4,5,2921.0,977.0,26.7,31,Petrol_Bike,Midday_Evening,0,21,139,0,1,Amazon,0,1
w_03039,VAD-04,Vadodara,3,8.4,7,3178.0,397.0,34.4,42,Petrol_Bike,Midday_Evening,0,5,89,1,1,Flipkart,0,1
w_03040,DEL-12,Delhi,24,8.0,5,2847.0,964.0,75.9,54,Cycle,Morning_Midday,1,37,296,0,0,Amazon,0,1
w_03041,MUM-07,Mumbai,5,5.9,7,2924.0,1002.0,55.0,38,Petrol_Bike,Evening_Late,0,24,139,0,1,Flipkart,0,0
w_03042,CHN-06,Chennai,3,8.9,6,3011.0,366.0,38.4,56,Petrol_Bike,Evening_Late,1,18,120,0,1,Flipkart,0,0
w_03043,MUM-07,Mumbai,6,4.3,3,801.0,131.0,35.5,11,Petrol_Bike,Midday_Evening,0,30,122,0,1,Flipkart,1,0
w_03044,DEL-12,Delhi,22,11.3,6,3808.0,400.0,55.4,55,Petrol_Bike,Morning_Midday,0,34,228,1,0,Flipkart,0,0
w_03045,BLR-03,Bangalore,3,10.2,6,4122.0,1063.0,65.2,71,EV_Scooter,Midday_Evening,0,21,118,0,1,Amazon,0,0
w_03046,BLR-03,Bangalore,16,7.6,6,2611.0,348.0,64.0,23,Petrol_Bike,Midday_Evening,1,22,102,0,1,Amazon,0,1
w_03047,DEL-12,Delhi,4,9.3,5,2948.0,507.0,55.1,43,Petrol_Bike,Morning_Midday,0,33,294,0,0,Amazon,0,1
w_03048,MUM-07,Mumbai,5,7.8,6,3201.0,1063.0,43.3,36,Petrol_Bike,Evening_Late,1,31,126,0,1,Amazon,0,0
w_03049,MUM-07,Mumbai,18,12.4,6,4915.0,964.0,54.0,39,Petrol_Bike,Midday_Evening,0,25,120,0,1,Amazon,0,0
w_03050,MUM-07,Mumbai,104,4.5,4,1107.0,174.0,25.1,23,EV_Scooter,Midday_Evening,1,36,164,0,1,Amazon,1,0
w_03051,MUM-07,Mumbai,4,8.8,6,3622.0,522.0,68.4,49,EV_Scooter,Midday_Evening,1,26,177,1,1,Amazon,0,1
w_03052,DEL-12,Delhi,25,3.0,3,800.0,263.0,16.2,22,Petrol_Bike,Evening_Late,0,39,260,0,0,Amazon,1,0
w_03053,MUM-07,Mumbai,8,9.4,6,3545.0,1229.0,53.3,31,Petrol_Bike,Morning_Midday,4,31,112,0,1,Flipkart,0,2
w_03054,MUM-07,Mumbai,7,11.1,7,4494.0,1419.0,66.8,66,Petrol_Bike,Morning_Midday,4,29,150,0,1,Amazon,0,2
w_03055,DEL-12,Delhi,35,3.4,3,800.0,128.0,25.2,27,Petrol_Bike,Evening_Late,0,33,254,0,0,Flipkart,1,0
w_03056,CHN-06,Chennai,5,9.6,5,3489.0,729.0,68.0,60,EV_Scooter,Morning_Midday,1,22,119,0,1,Flipkart,0,1
w_03057,DEL-12,Delhi,3,10.3,6,4788.0,1014.0,76.2,21,Petrol_Bike,Morning_Midday,0,27,254,1,0,Amazon,0,0
w_03058,VAD-04,Vadodara,19,5.6,5,2049.0,633.0,10.0,25,Petrol_Bike,Morning_Midday,1,14,154,0,1,Meesho,0,0
w_03059,VAD-04,Vadodara,60,8.5,6,3812.0,1176.0,81.0,57,Petrol_Bike,Midday_Evening,0,15,98,0,1,Amazon,0,1
w_03060,CHN-06,Chennai,25,8.6,5,2451.0,469.0,91.3,72,EV_Scooter,Midday_Evening,0,22,117,0,1,Amazon,0,1
w_03061,MUM-07,Mumbai,2,9.6,6,2558.0,812.0,69.5,64,Petrol_Bike,Midday_Evening,4,17,118,1,1,Amazon,0,2
w_03062,VAD-04,Vadodara,6,9.0,7,4299.0,733.0,17.0,42,Petrol_Bike,Midday_Evening,0,9,108,0,1,Flipkart,0,0
w_03063,DEL-12,Delhi,32,2.0,3,800.0,202.0,26.8,22,Petrol_Bike,Evening_Late,1,33,250,0,0,Amazon,1,1
w_03064,DEL-12,Delhi,59,9.1,6,3086.0,837.0,44.2,56,EV_Scooter,Evening_Late,1,36,278,0,0,Flipkart,0,0
w_03065,DEL-12,Delhi,15,11.2,6,3798.0,735.0,61.0,25,Petrol_Bike,Midday_Evening,0,36,282,1,0,Meesho,0,0
w_03066,MUM-07,Mumbai,6,12.7,6,3897.0,1239.0,67.7,56,Petrol_Bike,Evening_Late,0,28,143,1,1,Flipkart,0,0
w_03067,VAD-04,Vadodara,63,4.0,2,800.0,201.0,10.9,18,Petrol_Bike,Morning_Midday,0,16,113,0,1,Amazon,1,0
w_03068,CHN-06,Chennai,11,9.5,7,4861.0,1147.0,64.5,74,Cycle,Morning_Midday,0,18,108,0,1,Amazon,0,1
w_03069,MUM-07,Mumbai,6,11.1,5,2749.0,657.0,54.8,54,Petrol_Bike,Midday_Evening,0,30,152,1,1,Amazon,0,0
w_03070,DEL-12,Delhi,5,3.7,2,800.0,205.0,25.8,21,EV_Scooter,Evening_Late,0,36,283,0,0,Flipkart,1,0
w_03071,BLR-03,Bangalore,3,9.9,6,3655.0,1001.0,42.9,53,Petrol_Bike,Midday_Evening,1,19,50,0,1,Meesho,0,0
w_03072,DEL-12,Delhi,104,8.9,5,3219.0,635.0,34.5,44,Petrol_Bike,Morning_Midday,0,35,254,1,0,Meesho,0,0
w_03073,MUM-07,Mumbai,50,8.0,6,2587.0,455.0,54.6,57,Petrol_Bike,Midday_Evening,0,35,125,0,1,Amazon,0,0
w_03074,MUM-07,Mumbai,6,8.0,6,3935.0,1315.0,53.0,36,Petrol_Bike,Midday_Evening,1,29,146,1,1,Amazon,0,1
w_03075,DEL-12,Delhi,68,5.8,6,1950.0,521.0,43.3,66,Petrol_Bike,Midday_Evening,0,32,259,1,0,Amazon,0,0
w_03076,BLR-03,Bangalore,20,2.0,3,800.0,243.0,27.0,28,Petrol_Bike,Midday_Evening,1,18,112,1,1,Flipkart,1,0
w_03077,CHN-06,Chennai,19,9.8,6,3637.0,522.0,49.6,62,Petrol_Bike,Evening_Late,1,25,79,1,1,Amazon,0,1
w_03078,MUM-07,Mumbai,5,8.1,5,2516.0,797.0,74.0,61,Petrol_Bike,Morning_Midday,0,26,136,0,1,Flipkart,0,0
w_03079,MUM-07,Mumbai,7,9.1,5,3188.0,771.0,27.2,52,EV_Scooter,Midday_Evening,0,32,152,1,1,Flipkart,0,0
w_03080,CHN-06,Chennai,11,7.3,6,1983.0,485.0,44.8,60,EV_Scooter,Midday_Evening,0,23,69,0,1,Amazon,0,0
w_03081,BLR-03,Bangalore,1,10.3,7,4264.0,433.0,80.4,43,Petrol_Bike,Evening_Late,0,9,157,0,1,Amazon,0,0
w_03082,BLR-03,Bangalore,7,4.6,2,800.0,207.0,10.0,15,Petrol_Bike,Midday_Evening,0,19,124,0,1,Amazon,1,0
w_03083,MUM-07,Mumbai,12,2.7,3,800.0,142.0,24.4,24,EV_Scooter,Midday_Evening,0,27,130,0,1,Flipkart,1,0
w_03084,DEL-12,Delhi,45,9.0,7,3044.0,404.0,89.7,34,EV_Scooter,Midday_Evening,0,37,240,0,0,Amazon,0,0
w_03085,BLR-03,Bangalore,6,8.0,6,2693.0,912.0,87.9,47,Petrol_Bike,Morning_Midday,0,21,91,0,1,Flipkart,0,0
w_03086,DEL-12,Delhi,27,8.7,6,4032.0,1313.0,37.1,21,Petrol_Bike,Midday_Evening,0,35,262,1,0,Amazon,0,0
w_03087,DEL-12,Delhi,1,4.0,2,800.0,160.0,38.1,13,Petrol_Bike,Morning_Midday,0,41,271,0,0,Flipkart,1,0
w_03088,VAD-04,Vadodara,39,12.6,6,4877.0,1489.0,61.9,81,Petrol_Bike,Morning_Midday,0,14,152,0,1,Meesho,0,1
w_03089,DEL-12,Delhi,4,7.2,7,2668.0,493.0,68.0,39,EV_Scooter,Midday_Evening,0,37,249,1,0,Amazon,0,0
w_03090,MUM-07,Mumbai,13,10.9,6,4844.0,1483.0,32.2,50,Petrol_Bike,Morning_Midday,1,31,144,1,1,Flipkart,0,1
w_03091,DEL-12,Delhi,18,5.8,2,806.0,203.0,17.7,20,Petrol_Bike,Midday_Evening,3,35,228,0,0,Flipkart,1,2
w_03092,CHN-06,Chennai,15,8.4,5,2583.0,812.0,67.4,66,Petrol_Bike,Morning_Midday,1,25,95,1,1,Amazon,0,1
w_03093,MUM-07,Mumbai,10,9.8,5,3606.0,497.0,79.0,46,Petrol_Bike,Morning_Midday,0,26,139,0,1,Flipkart,0,0
w_03094,BLR-03,Bangalore,3,10.2,6,3294.0,929.0,51.9,49,Petrol_Bike,Midday_Evening,0,17,112,0,1,Amazon,0,0
w_03095,MUM-07,Mumbai,5,8.4,6,3661.0,616.0,50.0,46,Petrol_Bike,Midday_Evening,2,23,112,1,1,Amazon,0,1
w_03096,DEL-12,Delhi,32,10.4,7,4366.0,615.0,62.8,46,EV_Scooter,Midday_Evening,0,35,249,0,0,Amazon,0,0
w_03097,CHN-06,Chennai,6,11.3,6,4308.0,838.0,62.7,31,Cycle,Midday_Evening,1,23,141,0,1,Flipkart,0,0
w_03098,MUM-07,Mumbai,10,10.6,7,3910.0,390.0,64.1,52,EV_Scooter,Midday_Evening,0,32,159,0,1,Meesho,0,0
w_03099,VAD-04,Vadodara,2,8.1,6,3009.0,843.0,107.3,46,Petrol_Bike,Evening_Late,2,17,120,0,1,Amazon,0,2
w_03100,DEL-12,Delhi,28,8.8,7,3242.0,895.0,42.0,27,EV_Scooter,Morning_Midday,0,34,205,0,0,Amazon,0,1
w_03101,VAD-04,Vadodara,3,2.0,3,800.0,156.0,37.2,20,Petrol_Bike,Evening_Late,0,10,177,0,1,Meesho,1,0
w_03102,BLR-03,Bangalore,30,3.1,4,800.0,81.0,24.4,18,Petrol_Bike,Morning_Midday,0,19,95,0,1,Amazon,1,0
w_03103,CHN-06,Chennai,4,4.8,2,800.0,158.0,27.8,17,Petrol_Bike,Morning_Midday,0,26,98,0,1,Amazon,1,0
w_03104,DEL-12,Delhi,33,4.5,3,873.0,93.0,23.0,18,Petrol_Bike,Morning_Midday,0,38,247,1,0,Amazon,1,0
w_03105,MUM-07,Mumbai,12,10.6,7,4972.0,1227.0,50.2,62,Petrol_Bike,Midday_Evening,0,32,139,0,1,Amazon,0,0
w_03106,DEL-12,Delhi,6,7.4,6,2865.0,805.0,38.4,42,Petrol_Bike,Midday_Evening,0,35,269,0,0,Amazon,0,0
w_03107,BLR-03,Bangalore,60,11.0,5,3641.0,513.0,41.4,58,EV_Scooter,Morning_Midday,0,17,118,1,1,Flipkart,0,0
w_03108,VAD-04,Vadodara,11,12.7,6,4624.0,535.0,30.5,37,EV_Scooter,Evening_Late,0,12,92,0,1,Meesho,0,1
w_03109,DEL-12,Delhi,8,10.5,7,5893.0,647.0,69.7,44,Petrol_Bike,Morning_Midday,0,35,253,0,0,Amazon,0,0
w_03110,DEL-12,Delhi,30,10.3,6,3208.0,1022.0,48.7,40,Petrol_Bike,Morning_Midday,4,35,310,1,0,Amazon,0,2
w_03111,DEL-12,Delhi,2,8.4,6,3370.0,762.0,75.6,44,Petrol_Bike,Midday_Evening,0,35,265,1,0,Amazon,0,0
w_03112,MUM-07,Mumbai,1,8.8,6,3644.0,425.0,71.5,53,Petrol_Bike,Evening_Late,1,28,126,1,1,Meesho,0,1
w_03113,BLR-03,Bangalore,38,3.7,3,800.0,148.0,40.1,20,Petrol_Bike,Midday_Evening,0,18,72,0,1,Amazon,1,0
w_03114,VAD-04,Vadodara,5,2.1,3,800.0,134.0,27.1,13,EV_Scooter,Midday_Evening,0,11,127,1,1,Amazon,1,0
w_03115,MUM-07,Mumbai,28,9.1,6,3360.0,667.0,65.1,32,Petrol_Bike,Midday_Evening,3,31,155,0,1,Amazon,0,2
w_03116,BLR-03,Bangalore,12,10.0,6,2818.0,890.0,39.3,39,Petrol_Bike,Midday_Evening,0,18,116,0,1,Amazon,0,0
w_03117,BLR-03,Bangalore,3,8.2,7,3709.0,758.0,56.3,55,Petrol_Bike,Morning_Midday,0,18,89,1,1,Amazon,0,1
w_03118,VAD-04,Vadodara,22,3.7,4,897.0,122.0,12.5,19,EV_Scooter,Morning_Midday,1,12,124,1,1,Amazon,1,1
w_03119,MUM-07,Mumbai,8,10.0,5,2900.0,478.0,33.6,51,EV_Scooter,Morning_Midday,0,23,171,0,1,Amazon,0,0
w_03120,MUM-07,Mumbai,4,5.6,3,1326.0,256.0,17.6,21,Petrol_Bike,Midday_Evening,0,33,156,0,1,Amazon,1,0
w_03121,MUM-07,Mumbai,4,2.5,2,800.0,95.0,36.0,24,Petrol_Bike,Morning_Midday,0,30,111,0,1,Amazon,1,0
w_03122,MUM-07,Mumbai,2,9.8,5,3533.0,1227.0,58.5,42,Cycle,Midday_Evening,0,22,67,0,1,Amazon,0,0
w_03123,VAD-04,Vadodara,18,3.8,3,962.0,207.0,23.9,24,Petrol_Bike,Midday_Evening,0,17,122,1,1,Amazon,1,1
w_03124,DEL-12,Delhi,4,11.2,5,5062.0,756.0,55.8,44,Cycle,Midday_Evening,0,38,279,0,0,Meesho,0,0
w_03125,BLR-03,Bangalore,11,3.8,3,978.0,170.0,40.3,18,EV_Scooter,Evening_Late,0,18,68,0,1,Meesho,1,0
w_03126,DEL-12,Delhi,10,10.4,6,3805.0,888.0,79.5,44,Petrol_Bike,Midday_Evening,2,41,260,0,0,Flipkart,0,1
w_03127,DEL-12,Delhi,4,9.9,7,4604.0,920.0,88.0,31,Petrol_Bike,Morning_Midday,0,35,254,1,0,Amazon,0,0
w_03128,VAD-04,Vadodara,2,9.5,6,3299.0,491.0,49.4,34,EV_Scooter,Evening_Late,0,9,117,0,1,Flipkart,0,0
w_03129,CHN-06,Chennai,104,8.6,7,4638.0,1280.0,66.1,39,Petrol_Bike,Midday_Evening,2,23,92,0,1,Flipkart,0,1
w_03130,BLR-03,Bangalore,11,2.3,2,800.0,214.0,22.5,12,Petrol_Bike,Morning_Midday,0,18,127,0,1,Amazon,1,0
w_03131,BLR-03,Bangalore,75,3.0,2,800.0,114.0,31.8,16,EV_Scooter,Morning_Midday,0,16,98,0,1,Flipkart,1,0
w_03132,BLR-03,Bangalore,39,3.5,3,818.0,195.0,25.1,22,Petrol_Bike,Midday_Evening,0,20,74,0,1,Amazon,1,0
w_03133,CHN-06,Chennai,8,9.7,5,3613.0,485.0,41.8,59,Petrol_Bike,Morning_Midday,0,16,127,0,1,Amazon,0,1
w_03134,DEL-12,Delhi,14,7.5,5,2891.0,513.0,89.8,49,EV_Scooter,Midday_Evening,2,38,229,1,0,Flipkart,0,1
w_03135,MUM-07,Mumbai,14,5.5,6,2130.0,478.0,27.7,42,Petrol_Bike,Morning_Midday,1,25,162,0,1,Amazon,0,0
w_03136,DEL-12,Delhi,77,9.6,6,3027.0,447.0,42.9,48,Petrol_Bike,Midday_Evening,0,32,284,0,0,Meesho,0,0
w_03137,BLR-03,Bangalore,27,6.7,6,2590.0,382.0,47.9,36,Petrol_Bike,Morning_Midday,0,18,129,0,1,Flipkart,0,0
w_03138,BLR-03,Bangalore,5,10.0,5,3926.0,531.0,55.4,32,Petrol_Bike,Morning_Midday,0,19,92,1,1,Flipkart,0,0
w_03139,DEL-12,Delhi,17,12.4,6,5221.0,1652.0,72.1,64,Petrol_Bike,Evening_Late,0,35,248,0,0,Flipkart,0,0
w_03140,VAD-04,Vadodara,27,10.0,6,3905.0,1109.0,42.2,54,Petrol_Bike,Morning_Midday,2,12,117,1,1,Amazon,0,1
w_03141,MUM-07,Mumbai,3,8.8,5,3215.0,482.0,50.8,20,Petrol_Bike,Midday_Evening,1,26,128,1,1,Amazon,0,0
w_03142,CHN-06,Chennai,19,7.9,6,2615.0,809.0,56.9,61,Petrol_Bike,Morning_Midday,0,18,89,0,1,Amazon,0,0
w_03143,DEL-12,Delhi,46,8.6,5,2934.0,524.0,73.1,46,Petrol_Bike,Morning_Midday,0,35,247,1,0,Flipkart,0,0
w_03144,DEL-12,Delhi,5,3.8,4,1003.0,187.0,28.0,10,Petrol_Bike,Morning_Midday,0,39,251,0,0,Amazon,1,0
