worker_id,zone_id,city,tenure_weeks,daily_active_hours,weekly_delivery_days,avg_weekly_earnings,earnings_std_dev,claim_count_90d,zone_disruption_days,zone_aqi_baseline,is_monsoon_season,is_flood_prone_zone,platform,is_part_time,risk_label
w_2972,VAD-04,Vadodara,13,10.0,3,2228.0,214.0,0,21,136,1,1,Amazon,0,0
w_2973,BLR-03,Bangalore,6,5.6,5,4387.0,1069.0,1,7,97,0,0,Amazon,0,1
w_2974,BLR-03,Bangalore,10,6.4,3,3921.0,534.0,2,7,97,0,0,Amazon,0,1
w_2975,MUM-07,Mumbai,42,7.7,6,3850.0,400.0,3,34,165,0,1,Flipkart,0,1
w_2976,VAD-04,Vadodara,19,7.8,3,5329.0,1344.0,1,19,131,1,1,Amazon,0,2
w_2977,BLR-03,Bangalore,5,8.1,4,3000.0,816.0,0,8,107,0,0,Amazon,0,0
w_2978,VAD-04,Vadodara,1,10.2,3,4279.0,220.0,2,17,145,0,1,Amazon,0,1
w_2979,BLR-03,Bangalore,7,8.4,5,3531.0,1036.0,0,5,117,0,0,Amazon,0,0
w_2980,CHN-06,Chennai,87,10.4,3,4801.0,746.0,5,15,137,0,0,Flipkart,0,2
w_2981,MUM-07,Mumbai,55,6.5,5,3779.0,280.0,1,34,182,0,1,Meesho,0,2
w_2982,MUM-07,Mumbai,17,7.2,6,3085.0,504.0,0,30,147,1,1,Flipkart,0,0
w_2983,BLR-03,Bangalore,19,7.2,3,2976.0,237.0,1,11,106,0,0,Meesho,0,1
w_2984,BLR-03,Bangalore,68,7.9,3,3686.0,423.0,0,11,85,0,0,Amazon,0,0
w_2985,DEL-12,Delhi,26,5.3,6,2866.0,543.0,0,25,253,1,0,Amazon,0,1
w_2986,CHN-06,Chennai,63,11.8,5,1500.0,210.0,1,14,107,1,0,Flipkart,0,0
w_2987,VAD-04,Vadodara,20,8.2,5,4553.0,487.0,0,16,126,0,1,Flipkart,0,0
w_2988,DEL-12,Delhi,6,5.7,5,4405.0,437.0,0,23,235,0,0,Meesho,0,0
w_2989,BLR-03,Bangalore,38,5.8,5,3501.0,732.0,0,8,81,0,0,Flipkart,0,1
w_2990,CHN-06,Chennai,22,8.2,5,4069.0,1129.0,5,12,132,1,0,Amazon,0,2
w_2991,VAD-04,Vadodara,33,9.2,5,4113.0,264.0,1,16,161,1,1,Flipkart,0,1
w_2992,BLR-03,Bangalore,5,9.9,5,3541.0,393.0,3,11,89,1,0,Flipkart,0,2
w_2993,DEL-12,Delhi,31,8.1,5,2104.0,455.0,0,19,245,1,0,Flipkart,0,0
w_2994,MUM-07,Mumbai,14,9.2,6,3777.0,1121.0,2,30,160,0,1,Amazon,0,1
w_2995,VAD-04,Vadodara,12,8.7,5,3294.0,726.0,0,16,135,0,1,Meesho,0,0
w_2996,CHN-06,Chennai,33,7.8,5,5108.0,323.0,0,12,118,0,0,Flipkart,0,0
w_2997,VAD-04,Vadodara,26,7.3,4,4027.0,381.0,1,17,148,1,1,Flipkart,0,1
w_2998,MUM-07,Mumbai,31,8.1,4,4030.0,552.0,0,29,180,1,1,Flipkart,0,1
w_2999,MUM-07,Mumbai,100,7.8,5,4690.0,419.0,1,32,145,1,1,Flipkart,0,1
w_3000,CHN-06,Chennai,36,8.0,5,3589.0,343.0,1,14,98,0,0,Flipkart,0,1
w_3001,DEL-12,Delhi,30,8.9,6,5094.0,603.0,0,20,246,1,0,Amazon,0,1
w_3002,BLR-03,Bangalore,28,11.2,5,2681.0,384.0,0,7,92,1,0,Amazon,0,0
w_3003,MUM-07,Mumbai,15,6.0,5,3410.0,505.0,2,29,164,1,1,Amazon,0,1
w_3004,DEL-12,Delhi,54,8.2,5,4572.0,799.0,4,23,227,1,0,Flipkart,0,2
w_3005,DEL-12,Delhi,14,8.7,3,2517.0,710.0,2,19,238,0,0,Meesho,0,1
w_3006,BLR-03,Bangalore,36,7.3,5,3218.0,960.0,1,5,86,1,0,Flipkart,0,0
w_3007,CHN-06,Chennai,10,10.2,5,3888.0,214.0,0,15,116,1,0,Flipkart,0,1
w_3008,VAD-04,Vadodara,4,7.0,6,3926.0,681.0,0,16,161,1,1,Amazon,0,0
w_3009,DEL-12,Delhi,4,9.3,5,2989.0,711.0,0,20,258,0,0,Meesho,0,0
w_3010,VAD-04,Vadodara,30,10.5,5,4666.0,319.0,0,19,125,0,1,Flipkart,0,0
w_3011,DEL-12,Delhi,11,8.8,5,2702.0,771.0,1,23,257,1,0,Flipkart,0,1
w_3012,MUM-07,Mumbai,9,7.6,3,3677.0,1046.0,0,33,181,0,1,Flipkart,0,0
w_3013,MUM-07,Mumbai,26,9.0,4,2973.0,304.0,0,32,146,0,1,Amazon,0,0
w_3014,MUM-07,Mumbai,1,7.2,5,2025.0,499.0,0,32,171,0,1,Amazon,0,0
w_3015,DEL-12,Delhi,8,6.6,3,2941.0,575.0,0,20,241,1,0,Amazon,0,0
w_3016,MUM-07,Mumbai,12,8.7,5,3247.0,190.0,0,30,175,1,1,Flipkart,0,1
w_3017,BLR-03,Bangalore,36,9.5,5,2463.0,306.0,1,9,118,0,0,Amazon,0,1
w_3018,MUM-07,Mumbai,23,8.2,6,4493.0,520.0,1,32,150,0,1,Amazon,0,1
w_3019,VAD-04,Vadodara,58,9.1,5,3637.0,982.0,0,17,152,0,1,Meesho,0,0
w_3020,BLR-03,Bangalore,12,12.0,4,3736.0,1025.0,4,8,80,0,0,Amazon,0,2
w_3021,MUM-07,Mumbai,10,10.4,5,3430.0,201.0,1,30,184,1,1,Amazon,0,1
w_3022,MUM-07,Mumbai,1,6.9,3,3411.0,803.0,3,32,147,0,1,Flipkart,0,2
w_3023,DEL-12,Delhi,90,8.4,5,3956.0,316.0,0,20,257,1,0,Flipkart,0,0
w_3024,MUM-07,Mumbai,20,8.6,5,3104.0,769.0,0,33,157,0,1,Flipkart,0,0
w_3025,VAD-04,Vadodara,20,6.3,4,1690.0,442.0,1,21,142,0,1,Amazon,0,1
w_3026,MUM-07,Mumbai,77,9.2,3,2016.0,131.0,2,33,181,0,1,Amazon,0,1
w_3027,CHN-06,Chennai,10,6.5,4,3750.0,493.0,0,13,113,0,0,Amazon,0,0
w_3028,DEL-12,Delhi,12,9.3,3,3272.0,474.0,0,21,245,0,0,Meesho,0,0
w_3029,DEL-12,Delhi,32,11.9,5,5500.0,1588.0,1,25,237,1,0,Amazon,0,1
w_3030,DEL-12,Delhi,46,7.7,5,4221.0,602.0,1,21,228,0,0,Meesho,0,1
w_3031,VAD-04,Vadodara,36,8.9,6,3818.0,435.0,0,16,152,0,1,Amazon,0,0
w_3032,MUM-07,Mumbai,46,8.6,5,2201.0,451.0,0,29,153,1,1,Meesho,0,1
w_3033,BLR-03,Bangalore,25,6.1,4,2973.0,267.0,2,10,110,0,0,Amazon,0,1
w_3034,VAD-04,Vadodara,59,6.5,5,4290.0,885.0,5,17,158,1,1,Amazon,0,2
w_3035,MUM-07,Mumbai,23,8.7,6,3664.0,603.0,0,30,181,0,1,Meesho,0,0
w_3036,MUM-07,Mumbai,7,8.3,6,2744.0,639.0,0,35,168,1,1,Amazon,0,0
w_3037,MUM-07,Mumbai,23,7.7,5,2553.0,497.0,0,32,169,0,1,Flipkart,0,0
w_3038,CHN-06,Chennai,37,9.9,5,3932.0,370.0,2,15,138,1,0,Flipkart,0,1
w_3039,VAD-04,Vadodara,31,8.9,5,2992.0,851.0,3,19,150,0,1,Flipkart,0,1
w_3040,DEL-12,Delhi,8,12.0,4,3131.0,508.0,1,23,264,0,0,Meesho,0,1
w_3041,VAD-04,Vadodara,1,6.1,5,3341.0,789.0,0,19,157,1,1,Amazon,0,0
w_3042,CHN-06,Chennai,8,7.2,6,4609.0,843.0,1,10,112,0,0,Meesho,0,1
w_3043,VAD-04,Vadodara,104,10.9,5,3310.0,882.0,2,19,139,0,1,Meesho,0,1
w_3044,MUM-07,Mumbai,6,11.4,5,4622.0,621.0,1,31,164,0,1,Flipkart,0,1
w_3045,BLR-03,Bangalore,18,6.3,5,3189.0,669.0,0,8,82,0,0,Flipkart,0,0
w_3046,BLR-03,Bangalore,30,7.2,6,2342.0,164.0,3,9,95,1,0,Meesho,0,2
w_3047,MUM-07,Mumbai,63,7.6,3,3287.0,228.0,1,30,184,0,1,Amazon,0,1
w_3048,MUM-07,Mumbai,42,10.8,5,3494.0,912.0,2,32,145,0,1,Amazon,0,1
w_3049,MUM-07,Mumbai,71,7.7,4,2209.0,562.0,0,33,163,0,1,Amazon,0,0
w_3050,MUM-07,Mumbai,27,7.7,5,2676.0,374.0,2,29,167,0,1,Amazon,0,1
w_3051,MUM-07,Mumbai,60,7.5,5,3959.0,867.0,1,33,170,1,1,Meesho,0,1
w_3052,DEL-12,Delhi,9,8.2,5,3104.0,798.0,1,24,253,0,0,Amazon,0,1
w_3053,MUM-07,Mumbai,16,8.7,4,4174.0,359.0,1,35,178,0,1,Amazon,0,1
w_3054,MUM-07,Mumbai,55,11.8,4,2385.0,706.0,0,31,163,1,1,Amazon,0,0
w_3055,DEL-12,Delhi,11,10.9,5,2825.0,767.0,2,22,242,1,0,Amazon,0,1
w_3056,CHN-06,Chennai,61,5.8,5,4083.0,909.0,0,11,99,0,0,Amazon,0,0
w_3057,DEL-12,Delhi,13,7.6,6,3589.0,667.0,3,19,251,0,0,Flipkart,0,2
w_3058,VAD-04,Vadodara,13,8.0,5,2160.0,591.0,0,15,127,0,1,Amazon,0,0
w_3059,VAD-04,Vadodara,11,7.1,3,3711.0,871.0,1,20,160,0,1,Amazon,0,1
w_3060,CHN-06,Chennai,23,10.0,3,4634.0,909.0,1,11,103,0,0,Flipkart,0,1
w_3061,MUM-07,Mumbai,4,10.7,4,3345.0,913.0,1,32,150,0,1,Amazon,0,1
w_3062,VAD-04,Vadodara,1,7.0,5,3050.0,313.0,2,15,152,0,1,Flipkart,0,2
w_3063,DEL-12,Delhi,68,8.0,6,4333.0,481.0,2,19,265,1,0,Amazon,0,1
w_3064,DEL-12,Delhi,79,9.8,6,3041.0,859.0,2,23,264,0,0,Flipkart,0,1
w_3065,DEL-12,Delhi,2,10.1,3,3945.0,263.0,2,24,254,0,0,Amazon,0,2
w_3066,MUM-07,Mumbai,23,7.0,4,3267.0,201.0,1,35,165,0,1,Amazon,0,1
w_3067,VAD-04,Vadodara,23,9.0,5,2651.0,657.0,1,16,162,1,1,Flipkart,0,1
w_3068,CHN-06,Chennai,13,6.6,6,3042.0,467.0,0,15,115,1,0,Flipkart,0,0
w_3069,MUM-07,Mumbai,25,10.1,6,1699.0,474.0,3,35,167,0,1,Flipkart,0,1
w_3070,DEL-12,Delhi,18,6.5,5,4133.0,517.0,0,19,262,1,0,Flipkart,0,0
w_3071,BLR-03,Bangalore,20,8.2,3,4034.0,491.0,0,8,100,1,0,Flipkart,0,0
w_3072,DEL-12,Delhi,42,7.0,4,3689.0,1067.0,0,22,252,1,0,Flipkart,0,0
w_3073,MUM-07,Mumbai,22,6.0,5,3024.0,570.0,2,33,180,1,1,Amazon,0,1
w_3074,MUM-07,Mumbai,11,6.9,4,4124.0,839.0,3,32,169,1,1,Meesho,0,2
w_3075,DEL-12,Delhi,26,7.3,5,3998.0,1098.0,1,23,231,1,0,Amazon,0,1
w_3076,CHN-06,Chennai,30,10.5,6,4130.0,600.0,1,9,115,0,0,Meesho,0,1
w_3077,CHN-06,Chennai,32,7.1,4,3811.0,427.0,0,9,117,1,0,Flipkart,0,0
w_3078,VAD-04,Vadodara,28,8.1,6,3311.0,638.0,0,21,126,1,1,Amazon,0,0
w_3079,VAD-04,Vadodara,32,6.7,6,3321.0,506.0,0,15,139,1,1,Amazon,0,0
w_3080,CHN-06,Chennai,11,9.8,4,1890.0,172.0,0,9,137,0,0,Meesho,0,0
w_3081,BLR-03,Bangalore,17,10.1,5,2519.0,201.0,1,6,110,1,0,Amazon,0,1
w_3082,CHN-06,Chennai,33,9.6,5,3847.0,890.0,0,14,112,1,0,Amazon,0,0
w_3083,MUM-07,Mumbai,42,7.3,6,4726.0,277.0,2,35,179,0,1,Amazon,0,2
w_3084,DEL-12,Delhi,17,6.7,5,4161.0,757.0,0,25,225,1,0,Flipkart,0,0
w_3085,BLR-03,Bangalore,13,6.2,5,3302.0,437.0,0,10,98,1,0,Amazon,0,0
w_3086,DEL-12,Delhi,37,9.5,6,2845.0,250.0,0,20,232,1,0,Amazon,0,0
w_3087,MUM-07,Mumbai,7,7.1,6,4050.0,1104.0,1,29,151,1,1,Flipkart,0,1
w_3088,VAD-04,Vadodara,1,9.7,5,3645.0,857.0,4,18,162,0,1,Amazon,0,2
w_3089,DEL-12,Delhi,19,6.3,6,2842.0,691.0,2,23,264,0,0,Flipkart,0,1
w_3090,MUM-07,Mumbai,5,7.6,5,3681.0,585.0,0,35,184,0,1,Flipkart,0,0
w_3091,DEL-12,Delhi,14,7.1,6,4105.0,871.0,0,24,254,0,0,Amazon,0,0
w_3092,CHN-06,Chennai,10,6.6,4,2217.0,161.0,2,11,135,0,0,Meesho,0,1
w_3093,MUM-07,Mumbai,45,4.5,3,3417.0,290.0,0,33,179,0,1,Flipkart,0,0
w_3094,BLR-03,Bangalore,12,5.4,5,4528.0,592.0,4,7,79,0,0,Amazon,0,2
w_3095,VAD-04,Vadodara,30,10.3,5,4332.0,712.0,0,17,129,1,1,Flipkart,0,0
w_3096,DEL-12,Delhi,33,6.3,4,3482.0,256.0,1,25,262,1,0,Amazon,0,1
w_3097,CHN-06,Chennai,18,9.3,6,2698.0,516.0,0,9,101,0,0,Flipkart,0,0
w_3098,VAD-04,Vadodara,2,8.0,5,2365.0,260.0,1,17,158,0,1,Amazon,0,1
w_3099,VAD-04,Vadodara,36,7.3,4,4210.0,1026.0,0,15,142,0,1,Amazon,0,0
w_3100,MUM-07,Mumbai,2,7.2,3,3074.0,154.0,1,30,157,1,1,Flipkart,0,1
w_3101,VAD-04,Vadodara,3,7.8,4,4004.0,1067.0,1,18,130,0,1,Amazon,0,1
w_3102,BLR-03,Bangalore,6,9.3,6,4426.0,1032.0,0,7,106,1,0,Meesho,0,1
w_3103,CHN-06,Chennai,9,5.5,3,2886.0,538.0,1,15,138,1,0,Meesho,0,1
w_3104,MUM-07,Mumbai,56,7.9,5,3225.0,756.0,1,32,168,1,1,Amazon,0,1
w_3105,MUM-07,Mumbai,33,8.8,5,4420.0,624.0,1,29,160,1,1,Amazon,0,1
w_3106,MUM-07,Mumbai,14,9.5,4,3345.0,303.0,1,31,156,1,1,Flipkart,0,1
w_3107,BLR-03,Bangalore,104,10.0,5,3960.0,207.0,0,9,79,0,0,Flipkart,0,0
w_3108,VAD-04,Vadodara,8,7.6,5,3239.0,606.0,0,21,140,0,1,Flipkart,0,0
w_3109,DEL-12,Delhi,28,5.2,5,2573.0,316.0,0,20,254,0,0,Amazon,0,0
w_3110,DEL-12,Delhi,56,8.8,6,3912.0,404.0,5,24,240,0,0,Amazon,0,2
w_3111,DEL-12,Delhi,48,7.8,6,4713.0,1257.0,1,20,248,1,0,Flipkart,0,1
w_3112,MUM-07,Mumbai,2,10.4,5,3828.0,885.0,5,31,157,0,1,Flipkart,0,2
w_3113,BLR-03,Bangalore,35,8.4,6,3992.0,1188.0,0,11,82,0,0,Meesho,0,0
w_3114,VAD-04,Vadodara,8,10.4,3,4005.0,863.0,1,16,144,1,1,Flipkart,0,0
w_3115,VAD-04,Vadodara,13,6.9,6,4831.0,1323.0,0,20,159,0,1,Amazon,0,0
w_3116,CHN-06,Chennai,20,10.4,6,3247.0,258.0,1,13,128,1,0,Amazon,0,1
w_3117,BLR-03,Bangalore,46,8.3,5,1725.0,398.0,0,8,94,1,0,Flipkart,0,0
w_3118,VAD-04,Vadodara,5,8.8,4,4509.0,323.0,0,19,124,1,1,Meesho,0,0
w_3119,MUM-07,Mumbai,3,4.6,6,2320.0,171.0,2,30,170,1,1,Flipkart,0,1
w_3120,MUM-07,Mumbai,4,10.2,6,3115.0,824.0,2,34,157,1,1,Meesho,0,1
w_3121,MUM-07,Mumbai,7,7.6,3,2864.0,401.0,0,32,182,1,1,Amazon,0,0
w_3122,MUM-07,Mumbai,1,9.0,5,2864.0,370.0,1,35,166,1,1,Amazon,0,1
w_3123,VAD-04,Vadodara,78,7.3,5,4229.0,406.0,0,20,142,0,1,Flipkart,0,0
w_3124,DEL-12,Delhi,11,10.3,5,4059.0,695.0,2,23,253,0,0,Amazon,0,1
w_3125,BLR-03,Bangalore,5,8.5,6,2822.0,285.0,0,5,116,1,0,Flipkart,0,0
w_3126,DEL-12,Delhi,30,8.3,5,4491.0,828.0,0,19,229,0,0,Meesho,0,0
w_3127,DEL-12,Delhi,46,11.8,5,3302.0,710.0,0,22,238,0,0,Amazon,0,0
w_3128,VAD-04,Vadodara,41,3.0,6,4995.0,1068.0,1,18,139,1,1,Meesho,1,1
w_3129,CHN-06,Chennai,38,7.2,6,3194.0,451.0,0,12,101,0,0,Flipkart,0,0
w_3130,BLR-03,Bangalore,1,7.7,6,3144.0,711.0,1,5,110,0,0,Meesho,0,1
w_3131,BLR-03,Bangalore,45,6.3,3,3211.0,374.0,0,9,116,1,0,Flipkart,0,0
w_3132,BLR-03,Bangalore,20,8.7,5,2778.0,700.0,0,8,97,1,0,Meesho,0,0
w_3133,CHN-06,Chennai,31,5.3,6,3947.0,197.0,1,9,110,0,0,Meesho,0,1
w_3134,DEL-12,Delhi,93,5.4,5,2954.0,862.0,1,22,260,1,0,Meesho,0,1
w_3135,MUM-07,Mumbai,49,8.9,3,3284.0,520.0,1,32,148,0,1,Flipkart,0,1
w_3136,DEL-12,Delhi,52,6.2,4,3882.0,518.0,0,24,259,1,0,Flipkart,0,0
w_3137,BLR-03,Bangalore,6,9.0,5,5085.0,1048.0,1,8,85,0,0,Flipkart,0,2
w_3138,BLR-03,Bangalore,19,6.8,4,2964.0,800.0,0,5,117,0,0,Flipkart,0,0
w_3139,DEL-12,Delhi,89,6.3,6,3065.0,423.0,3,23,260,0,0,Flipkart,0,1
w_3140,VAD-04,Vadodara,26,6.0,5,3014.0,203.0,3,15,127,0,1,Amazon,0,1
w_3141,MUM-07,Mumbai,3,6.1,6,3861.0,535.0,3,29,166,0,1,Amazon,0,2
w_3142,CHN-06,Chennai,39,7.1,5,3114.0,160.0,0,12,103,1,0,Amazon,0,0
w_3143,DEL-12,Delhi,1,6.4,6,2786.0,268.0,1,24,260,0,0,Amazon,0,1
w_3144,DEL-12,Delhi,40,7.8,5,3582.0,226.0,0,21,233,0,0,Amazon,0,0
w_3145,MUM-07,Mumbai,63,4.3,6,3965.0,582.0,1,35,160,0,1,Amazon,0,1
w_3146,MUM-07,Mumbai,16,6.3,5,3112.0,202.0,0,31,183,0,1,Amazon,0,0
w_3147,CHN-06,Chennai,16,10.5,5,3578.0,1059.0,1,11,135,1,0,Flipkart,0,1
w_3148,DEL-12,Delhi,10,5.5,6,3711.0,911.0,1,19,257,0,0,Flipkart,0,1
w_3149,BLR-03,Bangalore,62,6.7,6,3498.0,542.0,3,8,95,0,0,Amazon,0,2
w_3150,DEL-12,Delhi,23,10.5,6,3757.0,930.0,0,25,236,1,0,Meesho,0,0
w_3151,DEL-12,Delhi,25,7.9,5,2820.0,435.0,1,21,251,0,0,Flipkart,0,1
w_3152,MUM-07,Mumbai,32,4.6,5,2661.0,564.0,0,30,145,0,1,Amazon,0,0
w_3153,BLR-03,Bangalore,10,9.2,6,2856.0,729.0,0,6,92,0,0,Amazon,0,0
w_3154,MUM-07,Mumbai,17,10.4,5,1631.0,361.0,0,30,171,0,1,Flipkart,0,0
w_3155,MUM-07,Mumbai,40,8.0,6,2550.0,181.0,3,33,160,1,1,Meesho,0,1
w_3156,DEL-12,Delhi,104,6.9,6,4061.0,247.0,1,22,245,0,0,Flipkart,0,1
w_3157,CHN-06,Chennai,1,4.5,5,4032.0,776.0,2,9,98,0,0,Amazon,0,2
w_3158,VAD-04,Vadodara,1,7.0,6,2451.0,243.0,0,15,150,1,1,Flipkart,0,0
w_3159,BLR-03,Bangalore,16,5.5,5,2135.0,632.0,0,8,80,0,0,Flipkart,0,0
w_3160,MUM-07,Mumbai,32,8.0,6,3519.0,190.0,1,34,156,0,1,Meesho,0,1
w_3161,MUM-07,Mumbai,14,9.7,5,3922.0,930.0,1,35,172,0,1,Amazon,0,1
w_3162,VAD-04,Vadodara,104,6.0,6,2871.0,174.0,1,20,160,0,1,Meesho,0,1
w_3163,MUM-07,Mumbai,6,9.4,6,3026.0,613.0,0,33,181,0,1,Meesho,0,1
w_3164,DEL-12,Delhi,1,4.5,5,4122.0,639.0,1,22,255,0,0,Meesho,0,0
w_3165,VAD-04,Vadodara,6,7.5,4,4844.0,1009.0,1,20,152,0,1,Amazon,0,1
w_3166,DEL-12,Delhi,65,4.0,5,3027.0,728.0,1,25,257,0,0,Flipkart,0,2
w_3167,CHN-06,Chennai,4,8.4,5,3947.0,230.0,1,13,130,0,0,Meesho,0,2
w_3168,VAD-04,Vadodara,19,10.3,6,3470.0,626.0,1,17,161,1,1,Meesho,0,1
w_3169,BLR-03,Bangalore,16,7.1,4,4373.0,1249.0,1,7,88,1,0,Amazon,0,1
w_3170,MUM-07,Mumbai,32,8.3,5,2594.0,271.0,0,33,173,0,1,Amazon,0,0
w_3171,DEL-12,Delhi,1,7.0,5,3516.0,244.0,2,22,249,0,0,Flipkart,0,1
w_3172,MUM-07,Mumbai,32,8.7,6,2981.0,724.0,2,31,157,0,1,Amazon,0,1
w_3173,VAD-04,Vadodara,13,9.6,5,3448.0,812.0,0,18,140,0,1,Flipkart,0,0
w_3174,VAD-04,Vadodara,78,8.0,3,4204.0,620.0,0,20,157,0,1,Meesho,0,0
w_3175,VAD-04,Vadodara,56,6.9,6,3484.0,897.0,2,17,149,0,1,Amazon,0,2
w_3176,VAD-04,Vadodara,15,8.6,5,2890.0,537.0,0,21,125,0,1,Amazon,0,0
w_3177,DEL-12,Delhi,104,11.6,6,4228.0,714.0,2,25,227,0,0,Meesho,0,1
w_3178,CHN-06,Chennai,1,8.6,4,3908.0,998.0,1,14,135,1,0,Flipkart,0,1
w_3179,BLR-03,Bangalore,46,5.5,3,3691.0,275.0,0,11,114,0,0,Amazon,0,0
w_3180,DEL-12,Delhi,17,11.8,6,2538.0,269.0,1,22,249,0,0,Amazon,0,1
w_3181,VAD-04,Vadodara,17,6.4,6,3895.0,627.0,0,18,162,0,1,Flipkart,0,0
w_3182,MUM-07,Mumbai,5,6.4,5,2978.0,213.0,3,35,179,1,1,Amazon,0,1
w_3183,MUM-07,Mumbai,21,10.0,5,2707.0,809.0,5,30,173,0,1,Amazon,0,2
w_3184,MUM-07,Mumbai,2,7.2,6,2761.0,354.0,1,33,185,0,1,Flipkart,0,1
w_3185,DEL-12,Delhi,28,9.0,6,3966.0,1138.0,0,19,253,1,0,Amazon,0,0
w_3186,DEL-12,Delhi,8,8.9,5,3868.0,652.0,2,23,236,1,0,Meesho,0,1
w_3187,MUM-07,Mumbai,38,8.9,6,3512.0,987.0,1,35,179,1,1,Meesho,0,1
w_3188,MUM-07,Mumbai,28,10.9,5,1776.0,284.0,1,32,164,1,1,Amazon,0,1
w_3189,BLR-03,Bangalore,41,7.5,6,4362.0,1107.0,3,8,94,1,0,Amazon,0,1
w_3190,BLR-03,Bangalore,41,8.1,5,4180.0,994.0,5,9,89,0,0,Amazon,0,2
w_3191,MUM-07,Mumbai,6,6.2,4,3058.0,877.0,0,32,180,0,1,Flipkart,0,0
w_3192,CHN-06,Chennai,1,9.5,5,4589.0,961.0,0,14,107,1,0,Amazon,0,0
w_3193,CHN-06,Chennai,13,8.4,5,2715.0,290.0,2,11,115,1,0,Meesho,0,2
w_3194,MUM-07,Mumbai,75,10.5,3,3573.0,663.0,1,32,174,1,1,Meesho,0,1
w_3195,MUM-07,Mumbai,25,8.7,6,3585.0,310.0,2,35,152,1,1,Flipkart,0,1
w_3196,DEL-12,Delhi,39,11.5,5,3689.0,493.0,0,25,265,1,0,Flipkart,0,0
w_3197,CHN-06,Chennai,63,7.7,6,2386.0,590.0,0,13,110,1,0,Amazon,0,0
w_3198,CHN-06,Chennai,70,8.5,5,2244.0,120.0,0,13,128,1,0,Meesho,0,0
w_3199,VAD-04,Vadodara,22,8.1,5,3426.0,703.0,0,19,127,0,1,Flipkart,0,0
w_3200,MUM-07,Mumbai,23,6.6,5,2799.0,625.0,5,35,151,0,1,Meesho,0,2
w_3201,DEL-12,Delhi,57,4.1,3,3765.0,1035.0,0,20,245,0,0,Flipkart,0,0
w_3202,DEL-12,Delhi,49,8.4,5,3601.0,861.0,2,25,262,1,0,Flipkart,0,2
w_3203,VAD-04,Vadodara,36,4.8,5,4562.0,688.0,0,20,149,1,1,Flipkart,0,0
w_3204,CHN-06,Chennai,27,8.9,6,4540.0,1096.0,0,15,118,1,0,Flipkart,0,0
w_3205,DEL-12,Delhi,28,10.3,5,3541.0,731.0,0,24,245,0,0,Flipkart,0,0
w_3206,BLR-03,Bangalore,13,7.9,6,4693.0,923.0,0,11,101,0,0,Amazon,0,0
w_3207,CHN-06,Chennai,55,8.8,6,3667.0,251.0,0,15,124,0,0,Amazon,0,0
w_3208,BLR-03,Bangalore,28,8.8,5,3466.0,641.0,1,6,104,1,0,Flipkart,0,2
w_3209,MUM-07,Mumbai,7,9.9,6,4866.0,1298.0,1,34,157,1,1,Flipkart,0,1
w_3210,DEL-12,Delhi,8,7.8,6,2740.0,436.0,1,20,253,0,0,Amazon,0,1
w_3211,VAD-04,Vadodara,59,5.6,5,2260.0,511.0,0,20,160,0,1,Flipkart,0,0
w_3212,DEL-12,Delhi,29,4.5,6,3314.0,914.0,1,20,252,0,0,Amazon,0,1
w_3213,VAD-04,Vadodara,15,7.3,4,3648.0,670.0,0,16,158,1,1,Flipkart,0,0
w_3214,DEL-12,Delhi,6,4.7,6,4003.0,288.0,3,24,253,1,0,Amazon,0,1
w_3215,MUM-07,Mumbai,28,8.1,6,2589.0,165.0,1,30,166,0,1,Flipkart,0,1
w_3216,VAD-04,Vadodara,6,8.5,4,3373.0,841.0,0,21,157,1,1,Meesho,0,0
w_3217,VAD-04,Vadodara,19,6.9,4,2523.0,147.0,0,20,151,0,1,Amazon,0,0
w_3218,VAD-04,Vadodara,33,9.5,6,3270.0,980.0,1,16,149,1,1,Flipkart,0,0
w_3219,BLR-03,Bangalore,25,8.3,5,4571.0,374.0,1,11,100,0,0,Amazon,0,1
w_3220,BLR-03,Bangalore,76,6.7,6,3617.0,882.0,1,11,110,0,0,Amazon,0,1
w_3221,DEL-12,Delhi,1,7.1,3,2739.0,731.0,1,23,228,1,0,Flipkart,0,1
w_3222,VAD-04,Vadodara,9,10.7,4,1927.0,244.0,2,15,124,0,1,Flipkart,0,1
w_3223,VAD-04,Vadodara,1,4.6,5,3204.0,594.0,1,20,153,0,1,Amazon,0,1
w_3224,VAD-04,Vadodara,6,7.5,5,3484.0,1004.0,0,16,125,0,1,Amazon,0,0
w_3225,VAD-04,Vadodara,3,8.4,5,3503.0,1012.0,1,19,122,1,1,Flipkart,0,1
w_3226,CHN-06,Chennai,39,6.8,5,2442.0,690.0,0,9,109,1,0,Amazon,0,0
w_3227,MUM-07,Mumbai,13,6.6,5,3652.0,434.0,1,30,157,0,1,Amazon,0,1
w_3228,MUM-07,Mumbai,77,10.2,6,2066.0,134.0,2,29,178,1,1,Amazon,0,1
w_3229,VAD-04,Vadodara,1,12.0,5,3595.0,272.0,4,20,150,1,1,Flipkart,0,2
w_3230,MUM-07,Mumbai,31,7.3,5,3376.0,289.0,0,35,153,0,1,Meesho,0,1
w_3231,DEL-12,Delhi,104,8.1,3,4028.0,878.0,1,25,255,1,0,Amazon,0,2
w_3232,DEL-12,Delhi,5,9.2,3,4383.0,1098.0,2,19,231,0,0,Flipkart,0,2
